labels	kor_sentence
positive	"전남경찰이 피해자에게 저금리로 대출을 해주겠다고 접근해 수천만 원을 갈취한 아랍계 보이스피싱 조직원과 마약상을 붙잡았습니다. 보이스피싱 조직은 지난해 10월 계좌 모집과 출금, 전달책으로 역할을 나눈 뒤... "
positive	14일 여수경찰서 등에 따르면 50대 시각장애인 입주민 A씨는 13일 오후 11시경 전남 여수 신월동 한 아파트 11층 장애인 체험홈에서 추락했다. A씨는 119 구조대에 의해 병원으로 옮겨졌으나 숨졌다. A씨는 아파트 베란다... 
positive	"8% ▲전남·광주·전북 &apos;찬성&apos; 14.4%, &apos;반대&apos; 78.5%로 집계되며 대체로 반대하는 비율이 더 높았다. 성별로... 실제로 김 의원이 제기한 의혹은 경찰 조사에서 사실이 아닌 것으로 밝혀졌다. 한 장관의 이 같은 모습은 그를... "
positive	"연평균 증가율이 전국 평균보다 높은 지역은 서울, 부산, 대구, 인천, 대전, 강원, 전남, 경북, 제주 등... 한국보건사회연구원이 경찰청으로부터 받은 자료를 분석하는 방식으로 진행했다. 복지부는 &quot;50∼60대... "
positive	"한국보건사회연구원이 경찰청으로부터 받은 자료를 분석하는 방식으로 진행된 이번 조사는 지난해 4월... 2%), 전남(12.7%) 등이었다. 인구 10만명당 고독사 발생 건수는 지난해 기준으로 부산(9.8명), 대전(8.8명)... "
positive	광주전남지원장 조 철 ▲ 대전충남지원장 김명철 ▲ 인천지원장 박형준 ▲ 경남지원장 박중수 ▲ 강릉지원장... 자본시장특별사법경찰 실장 권영발 ▲ 회계관리국장 김철호 ▲ 금융민원총괄국장 서정보 ▲ 분쟁조정2국장... 
positive	분쟁조정3국장) ▲광주전남지원장 조철(현 금융투자검사국장) ▲대전충남지원장 김명철(현... 이승우 ▲자본시장특별사법경찰 실장 권영발 ▲회계관리국장 김철호 ▲금융민원총괄국장 서정보 ▲분쟁조정2국장 이무열... 
positive	"인구수 대비 고독사 발생이 지난 5년간 계속 증가한 지역은 대전, 경기, 전남 등 3개 지역으로 집계됐다.... 사례를 경찰청에서 전달받아 분석했다. 복지부는 이날 사회적 고립 및 고독사 예방을 위한 공청회를... "
positive	윤덕진 △광주전남지원장 조 철 △대전충남지원장 김명철 △인천지원장 박형준 △경남지원장 박중수... 이승우 △자본시장특별사법경찰 실장 권영발 △회계관리국장 김철호 △금융민원총괄국장 서정보 △분쟁조정2국장... 
positive	"한국보건사회연구원이 경찰청으로부터 받은 자료를 분석하는 방식으로 이뤄졌다. 조사 결과 지난 5년간... 2%), 전남(12.7%) 순이었다. 인구 10만명당 고독사 발생 건수는 지난해 기준으로 부산(9.8명), 대전(8.8명)... "
positive	윤덕진 △광주전남지원장 조철 △대전충남지원장 김명철 △인천지원장 박형준 △경남지원장 박중수... 이승우 △자본시장특별사법경찰 실장 권영발 △회계관리국장 김철호 △금융민원총괄국장 서정보 △분쟁조정2국장... 
positive	윤덕진 ▲광주전남지원장 조철 ▲대전충남지원장 김명철 ▲인천지원장 박형준 ▲경남지원장 박중수... 이승우 ▲자본시장특별사법경찰 실장 권영발 ▲회계관리국장 김철호 ▲금융민원총괄국장 서정보 ▲분쟁조정2국장... 
positive	14일 광주·전남 소방본부와 경찰 등에 따르면 이날 낮 12시 23분쯤 광주 북구 임동오거리 인근 도로에서 차량 4대가 잇따라 충돌했다. 달리던 차량이 빙판길에 미끄러지면서 뒤따르던 차와 연쇄 추돌했다. 이 사고로... 
positive	이번 후보자들은 지난 7월 목포시체육회 소속 회계 담당 직원이 3월30일~7월7일까지 생활체육지도자 인건비 등 시 보조금과 체육회 자체 운영비 등 4억8000만원을 횡령한 혐의로 전남지방경찰청에 고발된 사건에 대해... 
neutral	"한국보건사회연구원이 경찰청으로부터 받은 자료를 분석하는 방식으로 진행했다. 경제적 문제... 2%), 전남(12.7%) 등이었다. 인구 10만명당 고독사 발생 건수는 지난해 기준으로 부산(9.8명), 대전(8.8명), 인천(8.5명)... "
negative	"전주비전대학교(총장 정상모) 재난안전교육센터가 해양경찰청이 주관하는 2022년 연안체험활동 안전교육... 특히 전남, 포함 등 섬 지역이나 원거리를 이동할 수 없는 경우는 방문 교육으로 만족도를 높이고 있다."
positive	"■CMB뉴스 전남경찰청이 아랍계 보이스피싱 조직원과 마약상 10명을 검거했습니다. 전남경찰청은 지난 13일 저금리 대환대출을 미끼로 한 보이스피싱을 통해 수천만 원을 갈취한 혐의로, 이집트 국적 A씨를 비롯한... "
positive	전남 여수의 한 아파트에 마련된 장애인 자립시설에서 시각장애인이 떨어져 숨졌다. 14일 여수경찰서에 따르면 전날 오후 11시 33분쯤 여수시 신월동의 한 아파트 11층에 있는 장애인 자립시설에서 시각장애인 A(58)... 
positive	14일 전남 여수경찰서 등에 따르면 전날 오후 11시 46분쯤 여수시 신월동 한 아파트 11층 장애인 체험홈에서 A(58)씨가 추락했다. A씨는 119 구조대에 의해 병원으로 옮겨졌으나 숨졌다.?A씨는 시각장애인으로 올해 5월 이... 
positive	또 권 경위는 지난해 &apos;2021년 LG의인상&apos;을 수상하며 받은 상금 2000만원을 한국백혈병소아암협회 광주전남지회와 소아암이나 혈액암으로 어려움을 겪고 있는 해양경찰 직원 가족에게 전액 기부했다. 권재준 경위는 &quot;이번... 
positive	광주전남지원장 조 철 ▲ 대전충남지원장 김명철 ▲ 인천지원장 박형준 ▲ 경남지원장 박중수 ▲ 강릉지원장... 자본시장특별사법경찰 실장 권영발 ▲ 회계관리국장 김철호 ▲ 금융민원총괄국장 서정보 ▲ 분쟁조정2국장... 
positive	14일 광주·전남 소방본부와 경찰 등에 따르면 이날 낮 12시 23분께 광주 북구 임동오거리 인근 도로에서 차량 4대가 잇따라 부딪혔다. 달리던 차량이 빙판길에 미끄러지면서 뒤따르던 차와 연쇄 추돌한 것으로... 
positive	윤덕진 ▲광주전남지원장 조철 ▲대전충남지원장 김명철 ▲인천지원장 박형준 ▲경남지원장 박중수... 이승우 ▲자본시장특별사법경찰 실장 권영발 ▲회계관리국장 김철호 ▲금융민원총괄국장 서정보 ▲분쟁조정2국장... 
positive	"한국보건사회연구원이 경찰청으로부터 받은 자료를 분석하는 방식으로 진행됐다. 경제적 문제... 연평균 증가율이 높은 지역은 제주(38.4%), 대전(23.0%), 강원(13.2%), 전남(12.7%) 등이었다. 인구 10만명당 고독사 발생... "
positive	윤덕진 △광주전남지원장 조 철 △대전충남지원장 김명철 △인천지원장 박형준 △경남지원장 박중수... 이승우 △자본시장특별사법경찰 실장 권영발 △회계관리국장 김철호 △금융민원총괄국장 서정보 △분쟁조정2국장... 
positive	"한국보건사회연구원이 경찰청으로부터 받은 자료를 분석하는 방식으로 진행했다. 경제적 문제... 2%), 전남(12.7%) 등이었다. 인구 10만명당 고독사 발생 건수는 지난해 기준으로 부산(9.8명), 대전(8.8명), 인천(8.5명)... "
positive	윤덕진 ▲광주전남지원장 조철 ▲대전충남지원장 김명철 ▲인천지원장 박형준 ▲경남지원장 박중수... 이승우 ▲자본시장특별사법경찰 실장 권영발 ▲회계관리국장 김철호 ▲금융민원총괄국장 서정보 ▲분쟁조정2국장... 
positive	전북과 전남북부는 16일 새벽까지 강수가 이어질 수 있다. 전문보기: https://www.yna.co.kr/view... 전문보기: https://www.yna.co.kr/view/AKR20221214078551530 ■ 광주 화정아이파크 붕괴사고 경찰 수사 마무리…21명 송치 광주... 
positive	"한국보건사회연구원이 경찰청으로부터 받은 자료를 분석하는 방식으로 진행했다.?지난 5년(2017∼2021년)... 2%), 전남(12.7%) 등이었다. 인구 10만명당 고독사 발생 건수는 지난해 기준으로 부산(9.8명), 대전(8.8명)... "
positive	"한국보건사회연구원이 경찰청으로부터 받은 자료를 분석하는 방식으로 진행했다. 경제적 문제... 2%), 전남(12.7%) 등이었다. 인구 10만명당 고독사 발생 건수는 지난해 기준으로 부산(9.8명), 대전(8.8명), 인천(8.5명)... "
positive	윤덕진 ▲광주전남지원장 조 철 ▲대전충남지원장 김명철 ▲인천지원장 박형준 ▲경남지원장 박중수... 이승우 ▲자본시장특별사법경찰 실장 권영발 ▲회계관리국장 김철호 ▲금융민원총괄국장 서정보 ▲분쟁조정2국장... 
positive	윤덕진 ▲광주전남지원장 조철 ▲대전충남지원장 김명철 ▲인천지원장 박형준 ▲경남지원장 박중수... 이승우 ▲자본시장특별사법경찰 실장 권영발 ▲회계관리국장 김철호 ▲금융민원총괄국장 서정보 ▲분쟁조정2국장... 
positive	윤덕진 △광주전남지원장 조 철 △대전충남지원장 김명철 △인천지원장 박형준 △경남지원장 박중수... 이승우 △자본시장특별사법경찰 실장 권영발 △회계관리국장 김철호 △금융민원총괄국장 서정보 △분쟁조정2국장... 
neutral	윤덕진 ▷광주전남지원장 조철 ▷대전충남지원장 김명철 ▷인천지원장 박형준 ▷경남지원장 박중수... 이승우 ▷자본시장특별사법경찰 실장 권영발 ▷회계관리국장 김철호 ▷금융민원총괄국장 서정보 ▷분쟁조정2국장... 
negative	광주전남지원장 조 철 ▲ 대전충남지원장 김명철 ▲ 인천지원장 박형준 ▲ 경남지원장 박중수 ▲ 강릉지원장... 자본시장특별사법경찰 실장 권영발 ▲ 회계관리국장 김철호 ▲ 금융민원총괄국장 서정보 ▲ 분쟁조정2국장... 
positive	"한국보건사회연구원이 경찰청으로부터 받은 자료를 분석하는 방식으로 진행했다. 경제적 문제를 비롯... 2%), 전남(12.7%) 등이었다. 인구 10만명당 고독사 발생 건수는 작년?기준?부산(9.8명), 대전(8.8명), 인천(8.5명)... "
positive	"한국보건사회연구원이 경찰청으로부터 받은 자료를 분석하는 방식으로 진행했다. 경제적 문제... 2%), 전남(12.7%) 등이었다. 인구 10만명당 고독사 발생 건수는 지난해 기준으로 부산(9.8명), 대전(8.8명), 인천(8.5명)... "
positive	광주전남지원장 조 철 ▲ 대전충남지원장 김명철 ▲ 인천지원장 박형준 ▲ 경남지원장 박중수 ▲ 강릉지원장... 자본시장특별사법경찰 실장 권영발 ▲ 회계관리국장 김철호 ▲ 금융민원총괄국장 서정보 ▲ 분쟁조정2국장... 
positive	윤덕진 △광주전남지원장 조 철 △대전충남지원장 김명철 △인천지원장 박형준 △경남지원장 박중수... 이승우 △자본시장특별사법경찰 실장 권영발 △회계관리국장 김철호 △금융민원총괄국장 서정보 △분쟁조정2국장... 
positive	광주전남지원장 조 철 ▷ 대전충남지원장 김명철 ▷ 인천지원장 박형준 ▷ 경남지원장 박중수 ▷ 강릉지원장... 자본시장특별사법경찰 실장 권영발 ▷ 회계관리국장 김철호 ▷ 금융민원총괄국장 서정보 ▷ 분쟁조정2국장... 
positive	"한국보건사회연구원이 경찰청으로부터 받은 자료를 분석하는 방식으로 진행했다. 경제적 문제... 2%), 전남(12.7%) 등이었다. 인구 10만명당 고독사 발생 건수는 지난해 기준으로 부산(9.8명), 대전(8.8명), 인천(8.5명)... "
positive	"경찰청으로부터 공유?받은 형사사법정보 약 24만건을 분석해 요건에 맞는 사례를 추출했다. 지금까지는... 대전, 경기, 전남은 매년 인구 10만명당 고독사가 5년 연속 증가한 지역으로 꼽혔다. 반면 광주, 울산, 충북... "
positive	한국보건사회연구원이 경찰청으로부터 최근 5년간(2017~2021년) 발생한 형사사법정보 약 24만건을 공유 받아... 대전·경기·전남서 매년 고독사 증가 고독사가 가장 많이 발생한 지역은 경기도로 5년간 3185명이... 
positive	"경찰청으로부터 공유 받은 형사사법정보(2017~2021년, 약 24만건) 분석을 통해 법률상 고독사 요건에... 2%)·전남(12.7%)이 가장 높았다. 인구 수 대비로 인구 10만명당 고독사 발생이 매년 증가 중인 지역은 대전·경기... "
